product_type,variant,sku,product_price,actual_drop_date,drop_month,print,season,drop_time_holiday,print_gender,product_gender,main_color,designcat,designelement,returning_cohort,first_time_cohort,returning_sales,first_time_sales,rc_total,ft_total,rc_sales_total,ft_sales_total,order_quantity,confidence_score,sold_amount_14,sold_amount_30,sold_amount_45,sold_amount_60,sold_amount_75,sold_amount_90,sellout_flg,marketing_spend_drop,marketing_flag,convertible_romper_in_drop,pajama_set_in_drop,romper_in_drop,footie_in_drop,prints_in_drop,corrected_order_amt,total_sales_drop,proportion,order_proportion
Romper,9 - 12 Months,10765,36.0,2023-07-19,7,Peas and Thank You,Winter,Regular,Neutral,Neutral,Light Blue,Peas,Foods,771,1072,1252.0,1437.0,8340,10665,59136.0,33086.0,60,C,10.0,16.0,20.0,24.0,28.0,32.0,0,47.26011111111111,1,0,0,1,1,2,60,627.0,0.051036682615629984,0.06451612903225806
Romper,2T,10768,36.0,2023-07-19,7,Peas and Thank You,Winter,Regular,Neutral,Neutral,Light Blue,Peas,Foods,1675,729,3260.0,973.0,8340,10665,59136.0,33086.0,35,C,7.0,9.0,12.0,13.0,14.0,15.0,0,47.26011111111111,1,0,1,1,1,2,35,627.0,0.023923444976076555,0.03763440860215054
Pajama Set,7/8Y,10773,39.0,2023-07-19,7,Peas and Thank You,Fall,Regular,Neutral,Neutral,Light Blue,Peas,Foods,400,266,642.0,307.0,8340,10665,59136.0,33086.0,20,C,5.0,5.0,5.0,5.0,6.0,7.0,0,47.26011111111111,1,0,1,0,0,2,20,627.0,0.011164274322169059,0.021505376344086023
Pajama Set,9/10Y,10774,39.0,2023-07-19,7,Peas and Thank You,Winter,Regular,Neutral,Neutral,Light Blue,Peas,Foods,250,144,377.0,173.0,8340,10665,59136.0,33086.0,20,C,2.0,2.0,2.0,2.0,2.0,2.0,0,47.26011111111111,1,0,1,0,0,2,20,627.0,0.003189792663476874,0.021505376344086023
Pajama Set,7/8Y,7336,39.0,2022-08-24,8,Pumpkin to Talk About,Spring,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,362,182,599.0,216.0,8623,10277,53402.0,31502.0,30,A,25.0,25.0,29.0,29.0,29.0,29.0,0,45.80755555555556,1,0,1,0,0,4,30,1954.0,0.014841351074718526,0.014492753623188406
Romper,6 - 9 Months,7322,36.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,1045,1185,1822.0,1600.0,8623,10277,53402.0,31502.0,80,A,76.0,76.0,81.0,81.0,81.0,81.0,1,45.80755555555556,1,0,0,1,1,4,160,1954.0,0.041453428863868984,0.03864734299516908
Romper,12 - 18 Months,7324,36.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,1622,1064,3161.0,1489.0,8623,10277,53402.0,31502.0,100,A,94.0,94.0,99.0,99.0,99.0,99.0,0,45.80755555555556,1,0,0,1,1,4,100,1954.0,0.05066530194472876,0.04830917874396135
Footie,12 - 18 Months,7317,36.0,2022-08-24,8,Pumpkin to Talk About,Spring,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,1622,1064,3161.0,1489.0,8623,10277,53402.0,31502.0,120,A,118.0,116.0,119.0,119.0,118.0,118.0,1,45.80755555555556,1,0,0,1,1,4,240,1954.0,0.06038894575230297,0.057971014492753624
Romper,0 - 3 Months,7320,36.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,601,921,932.0,1203.0,8623,10277,53402.0,31502.0,50,A,31.0,43.0,48.0,48.0,48.0,48.0,0,45.80755555555556,1,0,0,1,1,4,50,1954.0,0.02456499488229273,0.024154589371980676
Footie,6 - 9 Months,7315,36.0,2022-08-24,8,Pumpkin to Talk About,Spring,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,1045,1185,1822.0,1600.0,8623,10277,53402.0,31502.0,150,A,93.0,127.0,149.0,148.0,148.0,148.0,0,45.80755555555556,1,0,0,1,1,4,150,1954.0,0.07574206755373593,0.07246376811594203
Toddler Dress,5/6Y,7341,52.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Girl,Light Blue,Pumpkins,Foods,517,298,795.0,342.0,8623,10277,53402.0,31502.0,30,A,25.0,25.0,29.0,29.0,29.0,29.0,0,45.80755555555556,1,0,1,0,0,4,30,1954.0,0.014841351074718526,0.014492753623188406
Pajama Set,4T,7334,39.0,2022-08-24,8,Pumpkin to Talk About,Spring,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,595,294,966.0,343.0,8623,10277,53402.0,31502.0,50,A,44.0,44.0,49.0,49.0,49.0,49.0,0,45.80755555555556,1,0,1,0,0,4,50,1954.0,0.025076765609007165,0.024154589371980676
Toddler Dress,2T,7338,52.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Girl,Light Blue,Pumpkins,Foods,1762,817,3542.0,1113.0,8623,10277,53402.0,31502.0,40,A,23.0,23.0,28.0,28.0,28.0,28.0,0,45.80755555555556,1,0,1,1,1,4,40,1954.0,0.014329580348004094,0.01932367149758454
Pajama Set,5/6Y,7335,39.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,517,298,795.0,342.0,8623,10277,53402.0,31502.0,40,A,36.0,36.0,41.0,41.0,41.0,41.0,0,45.80755555555556,1,0,1,0,0,4,40,1954.0,0.02098259979529171,0.01932367149758454
Pajama Set,3T,7333,39.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,841,407,1409.0,480.0,8623,10277,53402.0,31502.0,50,A,47.0,46.0,51.0,51.0,51.0,51.0,0,45.80755555555556,1,0,1,0,0,4,50,1954.0,0.026100307062436028,0.024154589371980676
Toddler Dress,9/10Y,7343,52.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Girl,Light Blue,Pumpkins,Foods,200,102,308.0,115.0,8623,10277,53402.0,31502.0,30,A,14.0,16.0,17.0,17.0,17.0,17.0,0,45.80755555555556,1,0,1,0,0,4,30,1954.0,0.008700102354145343,0.014492753623188406
Footie,18 - 24 Months,7318,36.0,2022-08-24,8,Pumpkin to Talk About,Spring,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,1659,805,3236.0,1096.0,8623,10277,53402.0,31502.0,80,A,65.0,75.0,79.0,78.0,75.0,75.0,0,45.80755555555556,1,0,0,1,1,4,80,1954.0,0.0383828045035824,0.03864734299516908
Romper,9 - 12 Months,7323,36.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,1229,1062,2117.0,1441.0,8623,10277,53402.0,31502.0,80,A,76.0,75.0,79.0,78.0,78.0,78.0,1,45.80755555555556,1,0,0,1,1,4,160,1954.0,0.03991811668372569,0.03864734299516908
Baby Dress,6 - 12 Months,7328,38.0,2022-08-24,8,Pumpkin to Talk About,Summer,Halloween,Neutral,Girl,Light Blue,Pumpkins,Foods,572,362,849.0,402.0,8623,10277,53402.0,31502.0,60,A,53.0,51.0,56.0,56.0,56.0,56.0,0,45.80755555555556,1,0,0,0,0,4,60,1954.0,0.028659160696008188,0.028985507246376812
Toddler Dress,7/8Y,7342,52.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Girl,Light Blue,Pumpkins,Foods,362,182,599.0,216.0,8623,10277,53402.0,31502.0,30,A,22.0,22.0,22.0,22.0,23.0,27.0,0,45.80755555555556,1,0,1,0,0,4,30,1954.0,0.013817809621289662,0.014492753623188406
Pajama Set,2T,7332,39.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,1762,817,3542.0,1113.0,8623,10277,53402.0,31502.0,50,A,47.0,47.0,52.0,52.0,52.0,52.0,0,45.80755555555556,1,0,1,1,1,4,50,1954.0,0.02661207778915046,0.024154589371980676
Footie,2T,7319,36.0,2022-08-24,8,Pumpkin to Talk About,Spring,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,1762,817,3542.0,1113.0,8623,10277,53402.0,31502.0,40,A,34.0,34.0,39.0,39.0,39.0,38.0,0,45.80755555555556,1,0,1,1,1,4,40,1954.0,0.019447287615148412,0.01932367149758454
Baby Dress,18 - 24 Months,7330,38.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Girl,Light Blue,Pumpkins,Foods,1659,805,3236.0,1096.0,8623,10277,53402.0,31502.0,50,A,45.0,45.0,49.0,49.0,49.0,49.0,0,45.80755555555556,1,0,0,1,1,4,50,1954.0,0.025076765609007165,0.024154589371980676
Baby Dress,2T,7331,38.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Girl,Light Blue,Pumpkins,Foods,1762,817,3542.0,1113.0,8623,10277,53402.0,31502.0,40,A,33.0,32.0,37.0,37.0,37.0,37.0,0,45.80755555555556,1,0,1,1,1,4,40,1954.0,0.018935516888433982,0.01932367149758454
Baby Dress,3 - 6 Months,7327,38.0,2022-08-24,8,Pumpkin to Talk About,Summer,Halloween,Neutral,Girl,Light Blue,Pumpkins,Foods,920,1564,1668.0,2161.0,8623,10277,53402.0,31502.0,50,A,42.0,42.0,47.0,47.0,45.0,45.0,0,45.80755555555556,1,0,0,1,1,4,50,1954.0,0.02302968270214944,0.024154589371980676
Romper,18 - 24 Months,7325,36.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,1659,805,3236.0,1096.0,8623,10277,53402.0,31502.0,100,A,95.0,95.0,97.0,97.0,97.0,97.0,1,45.80755555555556,1,0,0,1,1,4,200,1954.0,0.0496417604912999,0.04830917874396135
Footie,9 - 12 Months,7316,36.0,2022-08-24,8,Pumpkin to Talk About,Spring,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,1229,1062,2117.0,1441.0,8623,10277,53402.0,31502.0,120,A,118.0,117.0,119.0,119.0,119.0,119.0,1,45.80755555555556,1,0,0,1,1,4,240,1954.0,0.0609007164790174,0.057971014492753624
Footie,Newborn,7312,36.0,2022-08-24,8,Pumpkin to Talk About,Spring,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,284,452,385.0,542.0,8623,10277,53402.0,31502.0,50,A,47.0,47.0,51.0,51.0,51.0,51.0,0,45.80755555555556,1,0,0,0,1,4,50,1954.0,0.026100307062436028,0.024154589371980676
Pajama Set,9/10Y,7337,39.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,200,102,308.0,115.0,8623,10277,53402.0,31502.0,30,A,12.0,16.0,16.0,16.0,16.0,17.0,0,45.80755555555556,1,0,1,0,0,4,30,1954.0,0.008700102354145343,0.014492753623188406
Toddler Dress,4T,7340,52.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Girl,Light Blue,Pumpkins,Foods,595,294,966.0,343.0,8623,10277,53402.0,31502.0,40,A,21.0,21.0,25.0,25.0,25.0,25.0,0,45.80755555555556,1,0,1,0,0,4,40,1954.0,0.0127942681678608,0.01932367149758454
Baby Dress,12 - 18 Months,7329,38.0,2022-08-24,8,Pumpkin to Talk About,Spring,Halloween,Neutral,Girl,Light Blue,Pumpkins,Foods,1622,1064,3161.0,1489.0,8623,10277,53402.0,31502.0,60,A,54.0,53.0,58.0,58.0,58.0,58.0,0,45.80755555555556,1,0,0,1,1,4,60,1954.0,0.02968270214943705,0.028985507246376812
Romper,2T,7326,36.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,1762,817,3542.0,1113.0,8623,10277,53402.0,31502.0,50,A,41.0,41.0,46.0,46.0,46.0,46.0,0,45.80755555555556,1,0,1,1,1,4,50,1954.0,0.02354145342886387,0.024154589371980676
Footie,3 - 6 Months,7314,36.0,2022-08-24,8,Pumpkin to Talk About,Spring,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,920,1564,1668.0,2161.0,8623,10277,53402.0,31502.0,150,A,98.0,132.0,149.0,148.0,147.0,147.0,0,45.80755555555556,1,0,0,1,1,4,150,1954.0,0.0752302968270215,0.07246376811594203
Footie,0 - 3 Months,7313,36.0,2022-08-24,8,Pumpkin to Talk About,Spring,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,601,921,932.0,1203.0,8623,10277,53402.0,31502.0,120,A,114.0,112.0,117.0,117.0,117.0,117.0,1,45.80755555555556,1,0,0,1,1,4,240,1954.0,0.059877175025588536,0.057971014492753624
Romper,3 - 6 Months,7321,36.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Neutral,Light Blue,Pumpkins,Foods,920,1564,1668.0,2161.0,8623,10277,53402.0,31502.0,60,A,45.0,52.0,56.0,56.0,56.0,56.0,0,45.80755555555556,1,0,0,1,1,4,60,1954.0,0.028659160696008188,0.028985507246376812
Toddler Dress,3T,7339,52.0,2022-08-24,8,Pumpkin to Talk About,Fall,Halloween,Neutral,Girl,Light Blue,Pumpkins,Foods,841,407,1409.0,480.0,8623,10277,53402.0,31502.0,40,A,24.0,23.0,26.0,26.0,26.0,26.0,0,45.80755555555556,1,0,1,0,0,4,40,1954.0,0.01330603889457523,0.01932367149758454
Toddler Dress,7/8Y,8626,62.0,2023-01-11,1,The Final Rose,Summer,Valentine's,Girl,Girl,Red,Roses,Flowers,326,126,503.0,166.0,11303,9786,76463.0,28353.0,30,A,23.0,25.0,27.0,31.0,34.0,35.0,0,2.2522222222222226,1,0,1,0,0,5,30,2552.0,0.01371473354231975,0.01507537688442211
Romper,2T,8610,36.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,1511,416,2870.0,628.0,11303,9786,76463.0,28353.0,40,A,34.0,34.0,39.0,38.0,37.0,37.0,0,2.2522222222222226,1,0,1,1,1,5,40,2552.0,0.014498432601880877,0.020100502512562814
Pajama Set,9/10Y,8621,39.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,186,58,270.0,72.0,11303,9786,76463.0,28353.0,30,A,7.0,7.0,8.0,8.0,12.0,13.0,0,2.2522222222222226,1,0,1,0,0,5,30,2552.0,0.005094043887147335,0.01507537688442211
Jogger Set,18 - 24 Months,8631,52.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,1542,642,2899.0,960.0,11303,9786,76463.0,28353.0,50,A,46.0,51.0,52.0,53.0,59.0,60.0,0,2.2522222222222226,1,0,0,1,1,5,50,2552.0,0.023510971786833857,0.02512562814070352
Toddler Dress,3T,8623,62.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Girl,Red,Roses,Flowers,797,167,1291.0,217.0,11303,9786,76463.0,28353.0,50,A,47.0,51.0,52.0,55.0,61.0,62.0,0,2.2522222222222226,1,0,1,0,0,5,50,2552.0,0.024294670846394983,0.02512562814070352
Jogger Set,6 - 12 Months,8629,52.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,555,214,803.0,242.0,11303,9786,76463.0,28353.0,30,A,16.0,19.0,22.0,23.0,26.0,27.0,0,2.2522222222222226,1,0,0,0,0,5,30,2552.0,0.010579937304075235,0.01507537688442211
Baby Dress,6 - 12 Months,8612,38.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Girl,Red,Roses,Flowers,555,214,803.0,242.0,11303,9786,76463.0,28353.0,50,A,68.0,73.0,78.0,81.0,90.0,91.0,1,2.2522222222222226,1,0,0,0,0,5,100,2552.0,0.03565830721003135,0.02512562814070352
Jogger Set,3T,8633,52.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,797,167,1291.0,217.0,11303,9786,76463.0,28353.0,50,A,43.0,47.0,52.0,57.0,64.0,64.0,0,2.2522222222222226,1,0,1,0,0,5,50,2552.0,0.025078369905956112,0.02512562814070352
Mom Pants,S,8638,39.0,2023-01-11,1,The Final Rose,Spring,Valentine's,Girl,Adult Wear - Women,Red,Roses,Flowers,270,55,377.0,63.0,11303,9786,76463.0,28353.0,30,A,16.0,21.0,22.0,22.0,22.0,22.0,0,2.2522222222222226,1,0,0,0,0,5,30,2552.0,0.008620689655172414,0.01507537688442211
Footie,3 - 6 Months,8598,36.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,855,1025,1337.0,1423.0,11303,9786,76463.0,28353.0,60,A,106.0,115.0,113.0,112.0,118.0,118.0,1,2.2522222222222226,1,0,0,1,1,5,120,2552.0,0.04623824451410658,0.03015075376884422
Romper,3 - 6 Months,8605,36.0,2023-01-11,1,The Final Rose,Spring,Valentine's,Girl,Neutral,Red,Roses,Flowers,855,1025,1337.0,1423.0,11303,9786,76463.0,28353.0,50,A,26.0,32.0,38.0,44.0,53.0,52.0,0,2.2522222222222226,1,0,0,1,1,5,50,2552.0,0.02037617554858934,0.02512562814070352
Romper,6 - 9 Months,8606,36.0,2023-01-11,1,The Final Rose,Spring,Valentine's,Girl,Neutral,Red,Roses,Flowers,844,929,1271.0,1274.0,11303,9786,76463.0,28353.0,60,A,32.0,45.0,53.0,61.0,62.0,62.0,0,2.2522222222222226,1,0,0,1,1,5,60,2552.0,0.024294670846394983,0.03015075376884422
Romper,9 - 12 Months,8607,36.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,1029,821,1701.0,1169.0,11303,9786,76463.0,28353.0,60,A,36.0,49.0,60.0,62.0,61.0,61.0,0,2.2522222222222226,1,0,0,1,1,5,60,2552.0,0.02390282131661442,0.03015075376884422
Toddler Dress,9/10Y,8627,62.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Girl,Red,Roses,Flowers,186,58,270.0,72.0,11303,9786,76463.0,28353.0,30,A,10.0,13.0,15.0,16.0,17.0,17.0,0,2.2522222222222226,1,0,1,0,0,5,30,2552.0,0.0066614420062695925,0.01507537688442211
Mom Pants,XL,8641,39.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Adult Wear - Women,Red,Roses,Flowers,265,64,357.0,82.0,11303,9786,76463.0,28353.0,40,A,7.0,8.0,8.0,9.0,9.0,9.0,0,2.2522222222222226,1,0,0,0,0,5,40,2552.0,0.0035266457680250786,0.020100502512562814
Toddler Dress,4T,8624,62.0,2023-01-11,1,The Final Rose,Spring,Valentine's,Girl,Girl,Red,Roses,Flowers,671,194,1101.0,255.0,11303,9786,76463.0,28353.0,40,A,26.0,30.0,33.0,38.0,41.0,43.0,0,2.2522222222222226,1,0,1,0,0,5,40,2552.0,0.016849529780564265,0.020100502512562814
Footie,18 - 24 Months,8602,36.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,1542,642,2899.0,960.0,11303,9786,76463.0,28353.0,40,A,58.0,68.0,72.0,77.0,81.0,82.0,1,2.2522222222222226,1,0,0,1,1,5,80,2552.0,0.03213166144200627,0.020100502512562814
Footie,0 - 3 Months,8597,36.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,384,569,504.0,706.0,11303,9786,76463.0,28353.0,50,A,84.0,86.0,85.0,85.0,91.0,91.0,1,2.2522222222222226,1,0,0,1,1,5,100,2552.0,0.03565830721003135,0.02512562814070352
Jogger Set,9/10Y,8637,52.0,2023-01-11,1,The Final Rose,Summer,Valentine's,Girl,Neutral,Red,Roses,Flowers,186,58,270.0,72.0,11303,9786,76463.0,28353.0,30,A,0.0,0.0,0.0,0.0,1.0,1.0,0,2.2522222222222226,1,0,1,0,0,5,30,2552.0,0.00039184952978056425,0.01507537688442211
Mom Pants,L,8640,39.0,2023-01-11,1,The Final Rose,Spring,Valentine's,Girl,Adult Wear - Women,Red,Roses,Flowers,332,98,462.0,120.0,11303,9786,76463.0,28353.0,40,A,18.0,23.0,27.0,29.0,29.0,29.0,0,2.2522222222222226,1,0,0,0,0,5,40,2552.0,0.011363636363636364,0.020100502512562814
Jogger Set,5/6Y,8635,52.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,560,200,976.0,274.0,11303,9786,76463.0,28353.0,30,A,14.0,16.0,16.0,20.0,23.0,22.0,0,2.2522222222222226,1,0,1,0,0,5,30,2552.0,0.008620689655172414,0.01507537688442211
Pajama Set,5/6Y,8619,39.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,560,200,976.0,274.0,11303,9786,76463.0,28353.0,40,A,32.0,38.0,39.0,40.0,44.0,44.0,0,2.2522222222222226,1,0,1,0,0,5,40,2552.0,0.017241379310344827,0.020100502512562814
Jogger Set,12 - 18 Months,8630,52.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,1404,717,2640.0,1038.0,11303,9786,76463.0,28353.0,30,A,25.0,30.0,31.0,31.0,33.0,33.0,0,2.2522222222222226,1,0,0,1,1,5,30,2552.0,0.01293103448275862,0.01507537688442211
Toddler Dress,2T,8622,62.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Girl,Red,Roses,Flowers,1511,416,2870.0,628.0,11303,9786,76463.0,28353.0,50,A,73.0,75.0,80.0,82.0,86.0,87.0,1,2.2522222222222226,1,0,1,1,1,5,100,2552.0,0.03409090909090909,0.02512562814070352
Jogger Set,4T,8634,52.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,671,194,1101.0,255.0,11303,9786,76463.0,28353.0,40,A,23.0,24.0,25.0,27.0,31.0,32.0,0,2.2522222222222226,1,0,1,0,0,5,40,2552.0,0.012539184952978056,0.020100502512562814
Baby Dress,12 - 18 Months,8613,38.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Girl,Red,Roses,Flowers,1404,717,2640.0,1038.0,11303,9786,76463.0,28353.0,50,A,66.0,69.0,71.0,76.0,80.0,80.0,1,2.2522222222222226,1,0,0,1,1,5,100,2552.0,0.03134796238244514,0.02512562814070352
Pajama Set,3T,8617,39.0,2023-01-11,1,The Final Rose,Spring,Valentine's,Girl,Neutral,Red,Roses,Flowers,797,167,1291.0,217.0,11303,9786,76463.0,28353.0,50,A,50.0,56.0,60.0,61.0,69.0,71.0,1,2.2522222222222226,1,0,1,0,0,5,100,2552.0,0.027821316614420062,0.02512562814070352
Romper,18 - 24 Months,8609,36.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,1542,642,2899.0,960.0,11303,9786,76463.0,28353.0,40,A,33.0,37.0,37.0,37.0,37.0,37.0,0,2.2522222222222226,1,0,0,1,1,5,40,2552.0,0.014498432601880877,0.020100502512562814
Pajama Set,2T,8616,39.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,1511,416,2870.0,628.0,11303,9786,76463.0,28353.0,50,A,45.0,56.0,64.0,64.0,71.0,73.0,0,2.2522222222222226,1,0,1,1,1,5,50,2552.0,0.02860501567398119,0.02512562814070352
Baby Dress,2T,8615,38.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Girl,Red,Roses,Flowers,1511,416,2870.0,628.0,11303,9786,76463.0,28353.0,40,A,57.0,60.0,60.0,61.0,64.0,64.0,1,2.2522222222222226,1,0,1,1,1,5,80,2552.0,0.025078369905956112,0.020100502512562814
Footie,Newborn,8596,36.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,217,205,273.0,222.0,11303,9786,76463.0,28353.0,40,A,52.0,65.0,66.0,66.0,71.0,71.0,1,2.2522222222222226,1,0,0,0,1,5,80,2552.0,0.027821316614420062,0.020100502512562814
Footie,9 - 12 Months,8600,36.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,1029,821,1701.0,1169.0,11303,9786,76463.0,28353.0,60,A,102.0,111.0,118.0,134.0,147.0,147.0,1,2.2522222222222226,1,0,0,1,1,5,120,2552.0,0.05760188087774295,0.03015075376884422
Mom Pants,M,8639,39.0,2023-01-11,1,The Final Rose,Summer,Valentine's,Girl,Adult Wear - Women,Red,Roses,Flowers,318,94,416.0,110.0,11303,9786,76463.0,28353.0,40,A,14.0,16.0,18.0,21.0,23.0,23.0,0,2.2522222222222226,1,0,0,0,0,5,40,2552.0,0.009012539184952978,0.020100502512562814
Footie,2T,8603,36.0,2023-01-11,1,The Final Rose,Spring,Valentine's,Girl,Neutral,Red,Roses,Flowers,1511,416,2870.0,628.0,11303,9786,76463.0,28353.0,40,A,33.0,41.0,49.0,50.0,52.0,53.0,0,2.2522222222222226,1,0,1,1,1,5,40,2552.0,0.020768025078369907,0.020100502512562814
Footie,12 - 18 Months,8601,36.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,1404,717,2640.0,1038.0,11303,9786,76463.0,28353.0,50,A,70.0,91.0,99.0,111.0,118.0,119.0,1,2.2522222222222226,1,0,0,1,1,5,100,2552.0,0.04663009404388715,0.02512562814070352
Toddler Dress,5/6Y,8625,62.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Girl,Red,Roses,Flowers,560,200,976.0,274.0,11303,9786,76463.0,28353.0,40,A,32.0,38.0,38.0,42.0,50.0,52.0,0,2.2522222222222226,1,0,1,0,0,5,40,2552.0,0.02037617554858934,0.020100502512562814
Mom Pants,2XL,8642,39.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Adult Wear - Women,Red,Roses,Flowers,228,55,326.0,66.0,11303,9786,76463.0,28353.0,30,A,13.0,13.0,14.0,15.0,16.0,16.0,0,2.2522222222222226,1,0,0,0,0,5,30,2552.0,0.006269592476489028,0.01507537688442211
Pajama Set,4T,8618,39.0,2023-01-11,1,The Final Rose,Summer,Valentine's,Girl,Neutral,Red,Roses,Flowers,671,194,1101.0,255.0,11303,9786,76463.0,28353.0,50,A,42.0,47.0,53.0,55.0,62.0,62.0,0,2.2522222222222226,1,0,1,0,0,5,50,2552.0,0.024294670846394983,0.02512562814070352
Romper,12 - 18 Months,8608,36.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,1404,717,2640.0,1038.0,11303,9786,76463.0,28353.0,60,A,46.0,60.0,59.0,59.0,59.0,59.0,0,2.2522222222222226,1,0,0,1,1,5,60,2552.0,0.02311912225705329,0.03015075376884422
Romper,0 - 3 Months,8604,36.0,2023-01-11,1,The Final Rose,Summer,Valentine's,Girl,Neutral,Red,Roses,Flowers,384,569,504.0,706.0,11303,9786,76463.0,28353.0,40,A,12.0,20.0,22.0,24.0,29.0,34.0,0,2.2522222222222226,1,0,0,1,1,5,40,2552.0,0.013322884012539185,0.020100502512562814
Footie,6 - 9 Months,8599,36.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,844,929,1271.0,1274.0,11303,9786,76463.0,28353.0,60,A,100.0,115.0,146.0,153.0,160.0,159.0,1,2.2522222222222226,1,0,0,1,1,5,120,2552.0,0.06230407523510972,0.03015075376884422
Jogger Set,7/8Y,8636,52.0,2023-01-11,1,The Final Rose,Winter,Valentine's,Girl,Neutral,Red,Roses,Flowers,326,126,503.0,166.0,11303,9786,76463.0,28353.0,30,A,6.0,9.0,9.0,9.0,13.0,13.0,0,2.2522222222222226,1,0,1,0,0,5,30,2552.0,0.005094043887147335,0.01507537688442211
